sample,time,C0 (A),C0 (A) uncertainty,C1 (B),C1 (B) uncertainty,C2 (A'),C2 (A') uncertainty,C3 (B'),C3 (B') uncertainty,C4,C4 uncertainty,C5,C5 uncertainty,C6,C6 uncertainty,C7,C7 uncertainty
2466,1685578289.8630304,10429.0,70.24481000994545,11652.0,113.23328917671594,0.0,0.0,21500.0,144.07559744029444,466.0,22.320892057044276,0.0,0.0,13.0,4.725815626252609,0.0,0.0
2467,1685578290.9570324,10284.0,116.96343208218732,11554.0,103.6253937132314,0.0,0.0,21404.0,124.21486760180255,469.0,20.19075696121041,0.0,0.0,8.0,3.265986323710904,0.0,0.0
2468,1685578292.058034,10163.0,62.18342044128626,11615.0,108.71215816702993,0.0,0.0,21325.0,102.55892615142443,467.0,10.115993936995679,0.0,0.0,9.0,3.1446603773522015,0.0,0.0
2469,1685578293.1580355,10068.0,78.5394451498382,11544.0,131.24362418376325,0.0,0.0,21457.0,116.23778310954756,445.0,18.454147380888546,0.0,0.0,4.0,1.632993161855452,0.0,0.0
2470,1685578294.2640374,10181.0,86.76212691414767,11642.0,107.5153735777147,0.0,0.0,21428.0,85.61931246317427,436.0,19.56186766816161,0.0,0.0,8.0,2.4944382578492945,0.0,0.0
summary,,10225.0,61.451606976547,11601.4,22.28811342397557,0.0,0.0,21422.8,29.218829545346264,456.6,6.742403132415029,0.0,0.0,8.4,1.4352700094407322,0.0,0.0
